Rank,Name,Game Type,Map,Game Rank,1st Ability,2nd Ability,3rd Ability,Ultimate,Matches
7,Reyna,competitive,split,Diamond 2,14.3,5.4,16.4,1.7,"13,540"
8,Omen,competitive,split,Diamond 2,9.9,38.6,7.9,2.1,"12,080"
9,Sova,competitive,split,Diamond 2,13.9,25.1,8.6,2,"2,624"
10,Viper,competitive,split,Diamond 2,11.6,17.6,13.4,1.8,"2,319"
11,Breach,competitive,split,Diamond 2,18.3,22.1,7.7,2.3,"4,332"
12,Jett,competitive,split,Diamond 2,7.3,22,11.9,2.6,"13,125"
13,Cypher,competitive,split,Diamond 2,25.2,15.8,27.7,2.8,"8,187"
14,Astra,competitive,split,Diamond 2,3.3,30.7,7.7,1.9,"4,477"
15,Fade,competitive,split,Diamond 2,7.3,23.4,20.4,2.4,"5,224"
16,Chamber,competitive,split,Diamond 2,4.8,9.5,14.9,2.3,"2,404"
17,KAY/O,competitive,split,Diamond 2,14.7,25,8.7,2.3,"4,721"
18,Neon,competitive,split,Diamond 2,17.4,19.6,6.1,2.3,"1,221"
19,Yoru,competitive,split,Diamond 2,15.5,26.3,13.4,3.1,"1,408"
20,Harbor,competitive,split,Diamond 2,6.6,18.4,19.2,3,490
1,Phoenix,competitive,ascent,Diamond 2,17.5,10.7,3.9,3.9,"4,840"
2,Brimstone,competitive,ascent,Diamond 2,7.5,38,9,2.4,"7,710"
3,Killjoy,competitive,ascent,Diamond 2,13.3,8,24.6,2.8,"12,957"
4,Sage,competitive,ascent,Diamond 2,13.1,9.5,11.7,2,"7,949"
5,Sova,competitive,ascent,Diamond 2,15.3,26.4,9.5,2.1,"13,607"
6,Raze,competitive,ascent,Diamond 2,16.7,17.6,12.1,2.6,"7,524"
7,Viper,competitive,ascent,Diamond 2,11.4,17.1,13.1,1.8,828
8,Cypher,competitive,ascent,Diamond 2,23.6,15.9,28.5,2.7,"5,170"
9,Reyna,competitive,ascent,Diamond 2,14.1,5.2,16.3,1.6,"14,702"
10,Astra,competitive,ascent,Diamond 2,3,31.8,7.5,1.9,"3,587"
11,Breach,competitive,ascent,Diamond 2,18.3,20.6,8.2,2.3,"1,755"
12,Fade,competitive,ascent,Diamond 2,7.1,24.2,19.2,2.4,"4,674"
13,Omen,competitive,ascent,Diamond 2,9.7,39.3,7.2,2,"13,186"
14,Jett,competitive,ascent,Diamond 2,9,21.7,12.4,2.7,"18,203"
15,Chamber,competitive,ascent,Diamond 2,4.7,9.5,14.8,2.4,"2,941"
16,Skye,competitive,ascent,Diamond 2,9.6,26.5,3.6,3.1,"3,007"
17,Neon,competitive,ascent,Diamond 2,16,19.3,5.9,2.2,"1,043"
18,Yoru,competitive,ascent,Diamond 2,15.1,25.4,12.4,3.1,"1,168"
19,KAY/O,competitive,ascent,Diamond 2,15.9,25.8,8.9,2.4,"5,748"
20,Harbor,competitive,ascent,Diamond 2,5.7,16.5,17.7,2.7,347
1,Phoenix,competitive,fracture,Diamond 3,16.4,9.8,4.7,4.2,"2,510"
2,Killjoy,competitive,fracture,Diamond 3,12.9,7.8,23.3,3,"7,781"
3,Reyna,competitive,fracture,Diamond 3,14.4,5.4,16.2,1.8,"11,091"
4,Brimstone,competitive,fracture,Diamond 3,7.4,40,9.7,2.7,"12,179"
5,Fade,competitive,fracture,Diamond 3,6.7,22.6,19.8,2.5,"4,899"
6,Breach,competitive,fracture,Diamond 3,19.4,22.9,8.4,2.5,"12,251"
7,Raze,competitive,fracture,Diamond 3,16.7,16.9,12.1,2.7,"8,570"
8,Sage,competitive,fracture,Diamond 3,13.1,9,12.8,2,"6,161"
9,Viper,competitive,fracture,Diamond 3,10.4,17.3,12.6,1.9,"4,555"
10,Chamber,competitive,fracture,Diamond 3,4.7,8.6,14.8,2.5,"3,118"
11,Astra,competitive,fracture,Diamond 3,3.5,30.4,7.2,2.1,"1,355"
12,Skye,competitive,fracture,Diamond 3,9.2,27.1,3.2,3.3,"2,177"
13,Yoru,competitive,fracture,Diamond 3,15.2,25.8,13.6,3.2,"1,040"
14,Jett,competitive,fracture,Diamond 3,7.3,22.3,12.1,2.8,"12,313"
15,Cypher,competitive,fracture,Diamond 3,23.8,15.6,30.1,2.8,"6,165"
16,Omen,competitive,fracture,Diamond 3,9.3,35.7,7.8,1.9,"2,046"
17,KAY/O,competitive,fracture,Diamond 3,14.6,23.9,8.3,2.5,"3,483"
18,Neon,competitive,fracture,Diamond 3,18.2,19.5,7.2,2.5,"3,324"
19,Sova,competitive,fracture,Diamond 3,12.8,24,8,2.1,"1,011"
20,Harbor,competitive,fracture,Diamond 3,6.2,17.1,17.6,3,538
1,Brimstone,competitive,pearl,Diamond 3,7.7,40.4,9.6,2.6,"3,673"
2,Astra,competitive,pearl,Diamond 3,3.3,30.5,7.9,2.3,"5,849"
3,Killjoy,competitive,pearl,Diamond 3,13.9,7.8,23.2,2.8,"4,853"
4,Phoenix,competitive,pearl,Diamond 3,18.2,11.2,4.9,4.1,"5,593"
5,Raze,competitive,pearl,Diamond 3,16.8,17.4,12.6,2.7,"5,613"
6,Sage,competitive,pearl,Diamond 3,14.4,9.2,12.9,2,"7,596"
7,Reyna,competitive,pearl,Diamond 3,14.4,5.3,16.6,1.8,"11,993"
8,Fade,competitive,pearl,Diamond 3,7.7,24.8,22.2,2.5,"11,309"
9,Skye,competitive,pearl,Diamond 3,10.3,29.3,3.4,3.2,"2,989"
10,Breach,competitive,pearl,Diamond 3,19.7,21.7,8.8,2.4,"1,292"
11,Sova,competitive,pearl,Diamond 3,14.3,25.7,9.5,2.1,"2,301"
12,Chamber,competitive,pearl,Diamond 3,4.7,9.3,15.8,2.4,"3,467"
13,Jett,competitive,pearl,Diamond 3,7.7,21.8,12.2,2.7,"13,354"
14,Cypher,competitive,pearl,Diamond 3,22.8,15.9,30.4,2.8,"7,492"
15,Viper,competitive,pearl,Diamond 3,9.9,18.1,13.9,1.9,"7,741"
16,Harbor,competitive,pearl,Diamond 3,6.9,18.3,17.8,2.9,"1,486"
17,Omen,competitive,pearl,Diamond 3,9.4,36.3,6.8,1.9,"2,307"
18,Yoru,competitive,pearl,Diamond 3,15.8,26.3,13,3.3,"1,407"
19,Neon,competitive,pearl,Diamond 3,17.6,19.8,6.7,2.4,"1,713"
20,KAY/O,competitive,pearl,Diamond 3,15.9,25.5,8.8,2.4,"4,402"
1,Brimstone,competitive,haven,Diamond 3,7.2,38.4,9.5,2.4,"5,526"
2,Killjoy,competitive,haven,Diamond 3,14.2,7,21.8,2.6,"6,662"
3,Sage,competitive,haven,Diamond 3,13.6,9.1,12.5,2,"7,886"
4,Sova,competitive,haven,Diamond 3,13.3,25,8.6,2.1,"9,098"
5,Reyna,competitive,haven,Diamond 3,14.1,5.2,15.7,1.7,"12,336"
6,Phoenix,competitive,haven,Diamond 3,17.4,10.8,4,3.8,"5,079"
7,Cypher,competitive,haven,Diamond 3,23.3,14.9,30.5,2.7,"6,179"
8,Skye,competitive,haven,Diamond 3,10.2,26.5,3.5,3.1,"4,121"
9,Astra,competitive,haven,Diamond 3,3.3,30.8,7,2,"2,600"
10,Raze,competitive,haven,Diamond 3,16.2,17.2,12.5,2.5,"6,233"
11,Jett,competitive,haven,Diamond 3,9.1,21.8,12.7,2.7,"14,894"
12,Fade,competitive,haven,Diamond 3,6.9,22,20,2.3,"4,799"
13,Breach,competitive,haven,Diamond 3,18.6,21.5,7.9,2.3,"2,868"
14,Omen,competitive,haven,Diamond 3,9.7,37.7,8.9,1.9,"12,810"
15,Neon,competitive,haven,Diamond 3,16.3,19.9,5.9,2.3,"1,077"
16,Chamber,competitive,haven,Diamond 3,4.7,10.8,16,2.3,"2,885"
17,Viper,competitive,haven,Diamond 3,10.3,18,12.1,1.8,414
18,Yoru,competitive,haven,Diamond 3,14.7,25.4,12.9,3.1,"1,081"
19,KAY/O,competitive,haven,Diamond 3,14.6,24.9,8.1,2.3,"2,921"
20,Harbor,competitive,haven,Diamond 3,6.1,16.2,19.4,2.6,181
1,Brimstone,competitive,lotus,Diamond 3,7.4,36.8,9.5,2.6,"4,685"
2,Sage,competitive,lotus,Diamond 3,12.7,8.9,11.8,2.1,"6,076"
3,Killjoy,competitive,lotus,Diamond 3,13.4,7.3,22.3,2.9,"7,611"
4,Fade,competitive,lotus,Diamond 3,7.4,22.7,20.4,2.5,"5,036"
5,Raze,competitive,lotus,Diamond 3,17,18.2,12.3,2.7,"9,142"
6,Chamber,competitive,lotus,Diamond 3,5.2,10.1,16,2.4,"4,074"
7,Omen,competitive,lotus,Diamond 3,10.2,35.9,7.7,1.8,"7,780"
8,Jett,competitive,lotus,Diamond 3,7.8,22,11.1,2.6,"12,332"
9,Reyna,competitive,lotus,Diamond 3,14.2,5.2,16.5,1.7,"12,503"
10,Astra,competitive,lotus,Diamond 3,3.9,28.5,8.2,1.9,"3,565"
11,Phoenix,competitive,lotus,Diamond 3,16.9,10.2,3.7,4,"3,404"
12,Skye,competitive,lotus,Diamond 3,9.8,29,3.6,3.3,"4,362"
13,Sova,competitive,lotus,Diamond 3,12.9,24.7,8.5,2.1,"2,237"
14,Cypher,competitive,lotus,Diamond 3,22.6,15.6,30.5,2.9,"5,120"
15,Breach,competitive,lotus,Diamond 3,20,23.2,7.7,2.5,"8,388"
16,Neon,competitive,lotus,Diamond 3,18.3,19.6,5.5,2.4,"1,904"
17,Viper,competitive,lotus,Diamond 3,9.6,17.3,12.9,1.8,"1,475"
18,KAY/O,competitive,lotus,Diamond 3,15.1,25.4,8.5,2.4,"3,648"
19,Yoru,competitive,lotus,Diamond 3,15.6,25,13.3,3.2,"1,308"
20,Harbor,competitive,lotus,Diamond 3,5.8,16.5,18.8,2.9,"2,592"
1,Killjoy,competitive,icebox,Diamond 3,12.4,7.3,21.6,2.8,"6,159"
2,Viper,competitive,icebox,Diamond 3,10.6,18.6,12.2,2,"15,444"
3,Chamber,competitive,icebox,Diamond 3,4.8,11.3,15,2.3,"3,246"
4,Reyna,competitive,icebox,Diamond 3,14.4,5.3,14.7,1.7,"13,775"
5,Fade,competitive,icebox,Diamond 3,6.5,23.6,18.2,2.4,"2,638"
6,Sage,competitive,icebox,Diamond 3,13,9.4,11.6,2.1,"12,773"
7,Sova,competitive,icebox,Diamond 3,14.2,26.9,10.1,2.1,"13,581"
8,Jett,competitive,icebox,Diamond 3,13.1,21.9,9.6,2.7,"16,050"
9,Raze,competitive,icebox,Diamond 3,18,16.9,11.2,2.6,"7,107"
10,Skye,competitive,icebox,Diamond 3,8.8,22.8,3.4,3.1,"1,811"
11,Omen,competitive,icebox,Diamond 3,8,33.6,11.1,1.9,"3,289"
12,Brimstone,competitive,icebox,Diamond 3,6.4,36.6,9,2.5,"1,418"
13,Phoenix,competitive,icebox,Diamond 3,13.7,9.4,3.5,3.8,"1,783"
14,Breach,competitive,icebox,Diamond 3,16.3,19.7,7.5,2.3,635
15,KAY/O,competitive,icebox,Diamond 3,13.3,25.2,8.1,2.4,"4,016"
16,Yoru,competitive,icebox,Diamond 3,13,25.5,12.1,3.1,"1,047"
17,Harbor,competitive,icebox,Diamond 3,6.3,17.9,16.8,3,571
18,Neon,competitive,icebox,Diamond 3,14.9,19.6,5.4,2.3,"1,246"
19,Cypher,competitive,icebox,Diamond 3,20.6,15.9,28,2.7,"1,511"
20,Astra,competitive,icebox,Diamond 3,3.9,27.1,6.8,2.2,412
1,Brimstone,competitive,all,Diamond 3,7.4,38.8,9.5,2.6,"38,684"
2,Killjoy,competitive,all,Diamond 3,13.3,7.6,23.1,2.8,"50,905"
3,Sage,competitive,all,Diamond 3,13.9,9.3,12.6,2,"60,409"
4,Reyna,competitive,all,Diamond 3,14.3,5.3,16,1.7,"84,420"
5,Phoenix,competitive,all,Diamond 3,17.2,10.6,4.2,4,"24,923"
6,Astra,competitive,all,Diamond 3,3.4,30.5,7.8,2,"20,845"
7,Sova,competitive,all,Diamond 3,14.3,26,9.4,2.1,"42,056"
8,Raze,competitive,all,Diamond 3,17.2,17.4,12.2,2.6,"55,757"
9,Viper,competitive,all,Diamond 3,10.5,18.1,12.8,2,"31,824"
10,Fade,competitive,all,Diamond 3,7.2,23.6,20.6,2.5,"36,649"
11,Skye,competitive,all,Diamond 3,10.1,27.8,3.5,3.2,"23,205"
12,Omen,competitive,all,Diamond 3,9.8,37.7,8.2,2,"49,659"
13,Breach,competitive,all,Diamond 3,19.3,22.6,8.1,2.5,"30,328"
14,Chamber,competitive,all,Diamond 3,4.8,9.9,15.5,2.4,"21,189"
15,Jett,competitive,all,Diamond 3,9,22,11.7,2.7,"95,652"
16,Cypher,competitive,all,Diamond 3,23.5,15.7,29.6,2.8,"37,462"
17,Yoru,competitive,all,Diamond 3,15.1,25.7,13,3.2,"7,802"
18,Neon,competitive,all,Diamond 3,17.4,19.7,6.3,2.4,"11,017"
19,KAY/O,competitive,all,Diamond 3,15,25.2,8.6,2.4,"27,242"
20,Harbor,competitive,all,Diamond 3,6.3,17.3,18.5,2.9,"6,046"
1,Killjoy,competitive,split,Diamond 3,13.5,8.1,23.9,2.7,"6,508"
2,Sage,competitive,split,Diamond 3,15.7,9.6,13.9,2,"13,794"
3,Raze,competitive,split,Diamond 3,18,17.6,12.5,2.6,"13,101"
4,Phoenix,competitive,split,Diamond 3,17.2,10.3,4.1,3.9,"2,574"
5,Reyna,competitive,split,Diamond 3,14.2,5.3,16.4,1.7,"10,683"
6,Brimstone,competitive,split,Diamond 3,7.5,38.4,9.4,2.6,"5,258"
7,Skye,competitive,split,Diamond 3,11,29.7,3.6,3.2,"5,450"
8,Omen,competitive,split,Diamond 3,10,38.8,7.9,2,"10,174"
9,Sova,competitive,split,Diamond 3,13.9,25.6,8.9,2,"1,831"
10,Fade,competitive,split,Diamond 3,7.4,23.5,20.9,2.4,"4,180"
11,Viper,competitive,split,Diamond 3,11.9,17.5,13.5,1.8,"1,645"
12,Breach,competitive,split,Diamond 3,18.5,22.2,7.9,2.3,"3,709"
13,Astra,competitive,split,Diamond 3,3.3,31.2,7.9,1.9,"3,864"
14,Cypher,competitive,split,Diamond 3,25.3,15.9,27.7,2.8,"6,777"
15,Neon,competitive,split,Diamond 3,17.7,19.7,6,2.3,926
16,Jett,competitive,split,Diamond 3,7.4,22.2,12,2.6,"11,057"
17,Chamber,competitive,split,Diamond 3,4.9,9.2,15.1,2.3,"1,990"
18,KAY/O,competitive,split,Diamond 3,15,25.5,9.1,2.4,"3,940"
19,Yoru,competitive,split,Diamond 3,15.4,26.1,13.1,3.1,"1,022"
20,Harbor,competitive,split,Diamond 3,6.4,18,21.1,2.9,376
1,Brimstone,competitive,ascent,Diamond 3,7.5,38.4,9.1,2.4,"5,945"
2,Sova,competitive,ascent,Diamond 3,15.5,26.4,9.7,2.1,"11,997"
3,Sage,competitive,ascent,Diamond 3,13.5,9.4,11.9,2,"6,123"
4,Reyna,competitive,ascent,Diamond 3,14.1,5.2,16.5,1.6,"12,039"
5,Astra,competitive,ascent,Diamond 3,3,32.4,7.9,2,"3,200"
6,Cypher,competitive,ascent,Diamond 3,24.1,16.3,28.9,2.7,"4,218"
7,Omen,competitive,ascent,Diamond 3,10,39.8,7.3,2,"11,253"
8,Breach,competitive,ascent,Diamond 3,18.6,21.2,8.4,2.4,"1,185"
9,Phoenix,competitive,ascent,Diamond 3,18.1,11.2,3.9,4,"3,980"
10,Jett,competitive,ascent,Diamond 3,9,21.9,12.4,2.7,"15,652"
11,Killjoy,competitive,ascent,Diamond 3,13.2,7.9,24.4,2.8,"11,331"
12,Raze,competitive,ascent,Diamond 3,16.9,17.7,12.3,2.6,"5,991"
13,Fade,competitive,ascent,Diamond 3,7.3,24.2,19.7,2.4,"3,788"
14,Yoru,competitive,ascent,Diamond 3,15.6,26.2,13,3.2,897
15,Skye,competitive,ascent,Diamond 3,9.7,26.4,3.4,3.1,"2,295"
16,Viper,competitive,ascent,Diamond 3,11.9,17.1,12.4,1.7,550
17,Chamber,competitive,ascent,Diamond 3,4.8,9.7,15.3,2.4,"2,409"
18,Harbor,competitive,ascent,Diamond 3,6.5,18.1,19.5,2.9,302
19,KAY/O,competitive,ascent,Diamond 3,16,25.8,8.7,2.4,"4,832"
20,Neon,competitive,ascent,Diamond 3,16.7,19.7,6.2,2.3,827
1,Killjoy,competitive,fracture,Ascendant 1,12.6,7.7,23,3,"6,196"
2,Astra,competitive,fracture,Ascendant 1,3.7,30.5,7.6,2.1,"1,044"
3,Neon,competitive,fracture,Ascendant 1,19,19.9,7.1,2.5,"2,634"
4,Sova,competitive,fracture,Ascendant 1,12.9,23.4,7.9,2.1,526
5,Sage,competitive,fracture,Ascendant 1,13.2,8.8,12.7,2,"4,466"
6,Phoenix,competitive,fracture,Ascendant 1,17,9.9,4.9,4.3,"1,845"
7,Brimstone,competitive,fracture,Ascendant 1,7.3,40.3,9.7,2.7,"10,169"
8,Reyna,competitive,fracture,Ascendant 1,14.4,5.3,15.9,1.7,"8,311"
9,Fade,competitive,fracture,Ascendant 1,6.7,22.7,20.5,2.6,"3,612"
10,Raze,competitive,fracture,Ascendant 1,16.8,16.8,12,2.7,"6,877"
11,Jett,competitive,fracture,Ascendant 1,7.6,22.5,12.1,2.8,"10,058"
12,Cypher,competitive,fracture,Ascendant 1,23.5,15.6,30.2,2.8,"5,190"
13,Breach,competitive,fracture,Ascendant 1,19.8,23.1,8.4,2.5,"10,420"
14,Chamber,competitive,fracture,Ascendant 1,4.9,8.8,15.1,2.5,"2,242"
15,Viper,competitive,fracture,Ascendant 1,10.4,17.3,13.1,1.9,"3,418"
16,Skye,competitive,fracture,Ascendant 1,9.3,28.2,3.3,3.3,"1,411"
17,Yoru,competitive,fracture,Ascendant 1,15.4,25.9,13.4,3.4,757
18,Harbor,competitive,fracture,Ascendant 1,6.1,17.7,18.4,2.9,379
19,KAY/O,competitive,fracture,Ascendant 1,15,23.7,8.1,2.5,"2,595"
20,Omen,competitive,fracture,Ascendant 1,9,35.6,7.7,1.9,"1,300"
1,Brimstone,competitive,pearl,Ascendant 1,7.5,40.7,9.8,2.6,"2,686"
2,Astra,competitive,pearl,Ascendant 1,3.5,30.8,8.3,2.3,"5,243"
3,Sova,competitive,pearl,Ascendant 1,14.5,25.3,9.6,2.2,"1,626"
4,Skye,competitive,pearl,Ascendant 1,10.4,29.7,3.4,3.2,"2,130"
5,Cypher,competitive,pearl,Ascendant 1,22.8,16.1,30.6,2.9,"6,213"
6,Reyna,competitive,pearl,Ascendant 1,14.2,5.2,16.4,1.7,"8,959"
7,Sage,competitive,pearl,Ascendant 1,14.5,9.3,13,2.1,"5,464"
8,Raze,competitive,pearl,Ascendant 1,16.6,17.3,12.4,2.6,"4,400"
9,Neon,competitive,pearl,Ascendant 1,17.3,19.9,6.6,2.3,"1,257"
10,Killjoy,competitive,pearl,Ascendant 1,13.9,7.8,23.3,2.8,"3,968"
11,Phoenix,competitive,pearl,Ascendant 1,18.5,11.5,4.8,4.1,"4,620"
12,Fade,competitive,pearl,Ascendant 1,7.7,24.7,22.3,2.5,"9,128"
13,Viper,competitive,pearl,Ascendant 1,10,18.2,13.9,1.9,"5,938"
14,Chamber,competitive,pearl,Ascendant 1,4.9,9.4,16,2.3,"2,691"
15,Jett,competitive,pearl,Ascendant 1,7.9,22.1,12.1,2.7,"10,721"
16,Harbor,competitive,pearl,Ascendant 1,6.9,18.4,17.7,2.9,"1,177"
17,KAY/O,competitive,pearl,Ascendant 1,16.2,25.7,8.9,2.4,"3,323"
18,Breach,competitive,pearl,Ascendant 1,19.8,21.2,8.6,2.5,859
19,Omen,competitive,pearl,Ascendant 1,9.2,35.5,7,1.9,"1,524"
20,Yoru,competitive,pearl,Ascendant 1,16.1,26.5,13.3,3.3,"1,042"
1,Raze,competitive,haven,Ascendant 1,16.7,17.3,12.5,2.6,"4,792"
2,Killjoy,competitive,haven,Ascendant 1,14.1,7,21.6,2.6,"5,450"
3,Brimstone,competitive,haven,Ascendant 1,7.1,38.5,9.5,2.4,"4,169"
4,Phoenix,competitive,haven,Ascendant 1,17.4,10.9,3.8,3.9,"3,905"
5,Sage,competitive,haven,Ascendant 1,13.6,9,12.4,2,"5,432"
6,Skye,competitive,haven,Ascendant 1,10,26.7,3.3,3,"2,900"
7,Yoru,competitive,haven,Ascendant 1,15.1,26.2,13.3,3.1,759
8,Chamber,competitive,haven,Ascendant 1,4.8,10.9,16.6,2.3,"2,127"
9,Sova,competitive,haven,Ascendant 1,13.4,24.8,8.7,2.1,"7,378"
10,Breach,competitive,haven,Ascendant 1,18.9,21.9,7.9,2.3,"2,219"
11,Neon,competitive,haven,Ascendant 1,18.2,19.7,6.2,2.4,794
12,Omen,competitive,haven,Ascendant 1,9.7,37.6,8.9,1.9,"9,950"
13,Reyna,competitive,haven,Ascendant 1,14.1,5.2,15.8,1.6,"9,379"
14,Jett,competitive,haven,Ascendant 1,9,22.1,12.7,2.7,"12,256"
15,Fade,competitive,haven,Ascendant 1,7,22,20.6,2.4,"3,599"
16,Cypher,competitive,haven,Ascendant 1,23.1,14.9,30.6,2.7,"5,277"
17,Astra,competitive,haven,Ascendant 1,3.2,30.5,7.4,2,"1,926"
18,Viper,competitive,haven,Ascendant 1,11.2,18,12.6,1.8,253
19,KAY/O,competitive,haven,Ascendant 1,14.9,25.1,8.4,2.3,"1,975"
20,Harbor,competitive,haven,Ascendant 1,6.5,16.9,19.5,2.7,176
1,Brimstone,competitive,lotus,Ascendant 1,7.1,36.5,9.5,2.6,"3,580"
2,Phoenix,competitive,lotus,Ascendant 1,17.1,10.5,3.7,4,"2,369"
3,Raze,competitive,lotus,Ascendant 1,17.2,18.2,12.2,2.7,"7,679"
4,Killjoy,competitive,lotus,Ascendant 1,13.3,7.2,22.2,2.9,"6,417"
5,Reyna,competitive,lotus,Ascendant 1,14.3,5.2,16.6,1.7,"9,681"
6,Viper,competitive,lotus,Ascendant 1,10,17.6,13.2,1.9,"1,041"
7,Sova,competitive,lotus,Ascendant 1,13.2,24.7,9,2.2,"1,690"
8,Breach,competitive,lotus,Ascendant 1,20.3,23.6,7.9,2.5,"6,732"
9,Omen,competitive,lotus,Ascendant 1,10.1,35.8,8,1.8,"6,110"
10,Sage,competitive,lotus,Ascendant 1,13.2,8.8,12,2.1,"4,145"
11,Astra,competitive,lotus,Ascendant 1,3.9,29.1,8.7,2,"3,102"
12,Fade,competitive,lotus,Ascendant 1,7.5,22.7,20.8,2.5,"4,013"
13,Skye,competitive,lotus,Ascendant 1,9.8,29.1,3.5,3.2,"3,166"
14,Chamber,competitive,lotus,Ascendant 1,5.3,10.3,16,2.4,"3,276"
15,Cypher,competitive,lotus,Ascendant 1,22.5,15.6,30.8,3,"3,858"
16,Harbor,competitive,lotus,Ascendant 1,5.7,16.9,19.4,3,"2,090"
17,Jett,competitive,lotus,Ascendant 1,7.9,22.3,11,2.7,"10,052"
18,Yoru,competitive,lotus,Ascendant 1,14.7,25,13,3.1,"1,059"
19,Neon,competitive,lotus,Ascendant 1,18.8,19.9,5.7,2.4,"1,435"
20,KAY/O,competitive,lotus,Ascendant 1,15.3,25.3,8.6,2.5,"2,821"
1,Sage,competitive,icebox,Ascendant 1,13.6,9.5,11.7,2.1,"9,534"
2,Phoenix,competitive,icebox,Ascendant 1,14.2,9.4,3.7,3.8,"1,280"
3,Skye,competitive,icebox,Ascendant 1,9.2,24.3,3.4,3.1,"1,228"
4,Killjoy,competitive,icebox,Ascendant 1,12.3,7,21.1,2.8,"4,778"
5,Viper,competitive,icebox,Ascendant 1,10.7,18.7,12.1,2,"12,866"
6,Reyna,competitive,icebox,Ascendant 1,14.4,5.3,14.5,1.7,"10,269"
7,Jett,competitive,icebox,Ascendant 1,13.3,22.3,9.8,2.8,"12,989"
8,Sova,competitive,icebox,Ascendant 1,14.5,27.1,10.4,2.1,"11,026"
9,Astra,competitive,icebox,Ascendant 1,3.8,27,7.5,2.1,249
10,Fade,competitive,icebox,Ascendant 1,6.7,23.7,18.9,2.4,"1,781"
11,Yoru,competitive,icebox,Ascendant 1,13.1,26.8,12.3,3.1,785
12,Neon,competitive,icebox,Ascendant 1,15.4,20.2,5.6,2.4,843
13,Raze,competitive,icebox,Ascendant 1,18,16.8,11,2.6,"5,579"
14,Brimstone,competitive,icebox,Ascendant 1,6.4,36.4,9,2.5,923
15,Omen,competitive,icebox,Ascendant 1,7.9,33.2,11.1,1.9,"2,175"
16,Cypher,competitive,icebox,Ascendant 1,19.9,15.8,28,2.7,"1,206"
17,Chamber,competitive,icebox,Ascendant 1,4.8,11.3,15.2,2.4,"2,391"
18,Harbor,competitive,icebox,Ascendant 1,6.6,18.3,18.1,3,483
19,Breach,competitive,icebox,Ascendant 1,17.1,20.6,7.5,2.4,381
20,KAY/O,competitive,icebox,Ascendant 1,12.9,25.1,8,2.3,"2,846"
1,Brimstone,competitive,all,Ascendant 1,7.3,39.1,9.5,2.6,"29,833"
2,Sage,competitive,all,Ascendant 1,14.2,9.3,12.7,2,"44,135"
3,Killjoy,competitive,all,Ascendant 1,13.2,7.5,22.8,2.8,"40,772"
4,Reyna,competitive,all,Ascendant 1,14.2,5.2,16,1.7,"63,843"
5,Skye,competitive,all,Ascendant 1,10.2,28.4,3.4,3.2,"16,992"
6,Raze,competitive,all,Ascendant 1,17.4,17.5,12.1,2.6,"44,972"
7,Phoenix,competitive,all,Ascendant 1,17.5,10.9,4.2,4,"18,833"
8,Viper,competitive,all,Ascendant 1,10.6,18.3,12.8,1.9,"24,927"
9,Sova,competitive,all,Ascendant 1,14.3,25.9,9.6,2.1,"33,059"
10,Astra,competitive,all,Ascendant 1,3.5,30.8,8.2,2.1,"17,289"
11,Fade,competitive,all,Ascendant 1,7.4,23.5,21.1,2.5,"28,207"
12,Jett,competitive,all,Ascendant 1,9.1,22.2,11.7,2.7,"77,751"
13,Cypher,competitive,all,Ascendant 1,23.4,15.7,29.8,2.8,"30,425"
14,Breach,competitive,all,Ascendant 1,19.7,22.9,8.2,2.5,"24,234"
15,Neon,competitive,all,Ascendant 1,18,19.8,6.3,2.4,"8,150"
16,Omen,competitive,all,Ascendant 1,9.9,37.8,8.2,2,"38,265"
17,Chamber,competitive,all,Ascendant 1,5,10,15.7,2.4,"15,931"
18,Yoru,competitive,all,Ascendant 1,15.1,26.1,13.1,3.2,"5,829"
19,Harbor,competitive,all,Ascendant 1,6.2,17.6,18.8,2.9,"4,741"
20,KAY/O,competitive,all,Ascendant 1,15.2,25.2,8.6,2.4,"20,427"
1,Brimstone,competitive,split,Ascendant 1,7.5,38.6,9.3,2.6,"3,809"
2,Viper,competitive,split,Ascendant 1,12,17.7,13.7,1.8,"1,114"
3,Sage,competitive,split,Ascendant 1,16.1,9.6,14,2,"11,032"
4,Killjoy,competitive,split,Ascendant 1,13.5,8,23.7,2.7,"5,043"
5,Skye,competitive,split,Ascendant 1,11.1,30.2,3.5,3.1,"4,527"
6,Reyna,competitive,split,Ascendant 1,14.2,5.3,16.5,1.7,"7,970"
7,Yoru,competitive,split,Ascendant 1,15.4,26.8,13.4,3.2,733
8,Raze,competitive,split,Ascendant 1,18.3,17.7,12.4,2.7,"10,956"
9,Cypher,competitive,split,Ascendant 1,25.6,16.1,28.1,2.8,"5,392"
10,Jett,competitive,split,Ascendant 1,7.5,22.3,11.8,2.7,"8,951"
11,Omen,competitive,split,Ascendant 1,10.2,39.1,7.9,2,"8,242"
12,Phoenix,competitive,split,Ascendant 1,17.2,10.4,3.9,3.8,"1,751"
13,Fade,competitive,split,Ascendant 1,7.6,23.5,21.2,2.4,"3,166"
14,Astra,competitive,split,Ascendant 1,3.5,31.8,8.2,2,"3,237"
15,KAY/O,competitive,split,Ascendant 1,15.1,25.5,8.9,2.4,"2,949"
16,Sova,competitive,split,Ascendant 1,14,25.4,9.2,2,"1,095"
