index,label,review
2643,neg,please don't rent or even think about buying this movie.they don't even have it available at the red box to rent which would cost a $1 & i think its worth less than that.the main reason why i rented this d movie was because Jenna Jameson is in the movie lol between 2-5 min.i will give credit that the movie had hot chicks and quite a bit of nudity but other than that you might as well buy another d horror movie that has the same thing with nobody you know.Ginger Lynn has more acting time in this movie than Jenna & she's not even on the front cover of the movie nor her name.i recommend people to watch zombie strippers because you see Jenna almost throughout the whole movie & nude most of the time.this movie is a big disappointment & such a huge waste of time.
2644,neg,"I saw this film last night (about 102 minutes) and don't know what kept me in my seat. I guess I just expected a film with Gere would have some value in it eventually but nothing of value ever came on the screen. The story is a silly excuse to pile on shot after shot of bondage and torture. There is not a character in the film that does anything like real life. The cutting ""style"" relies on jump cuts, mini flashbacks and overprinting to give weight to this vapid setup of a gang of sadists apparently running free for years and SURPRISE the leader is the ""victim"" of an executed killer. I don't see how Gere, a Buddhist, got involved in this violent, sexist trash."
2645,pos,Liked Stanley & Iris very much. Acting was very good. Story had a unique and interesting arrangement. The absence of violence and porno sex was refreshing. Characters were very convincing and felt like you could understand their feelings. Very enjoyable movie.
2646,neg,"This is not really a proper review since I did not see most of the film. I stopped watching it. The film is very violent, with nasty drug dealers and street punks, but that is not why I stopped watching.<br /><br />Here was the problem: I watched just enough to be introduced to several characters, all of whom were not interesting. Everyone was a tedious, despicable psychopath, with no engaging personalities, giving me nothing to look forward to. I found myself not the least bit curious about what they would do next or what might happen to them.<br /><br />If there had been even one person of interest, and I don't mean good or nice person, I mean an interesting person, I could have stayed with it. Watch ""State of Grace"" to see what I mean. In that film the Gary Oldman character is a complete lunatic, but he is *very* interesting. Al Pacino perhaps did a good job in Scarface, but his character just did not engage me."
2647,neg,"SPOILERS AHEAD<br /><br />This is one of the worst movies ever made - it's that simple. There is not one redeeming quality about this movie. The first 10 minutes are quite tricky - they actually lead you to believe that this film will be shocking and will have you on the edge of your seat. Instead, you will spend 83 minutes punching yourself while watching stolen and poorly made scenes run without any organization. The lake was ridiculous, looked like an aquarium, and had the same plant in different parts of the lake bed. Characters show their advanced teleportation powers, for example Alex Thomas who falls into the lake (drunk), and then ends up on his boat in an impossible position. Angie Harmon put up a pitiful performance as Kate, made worse by the space-time continuum rupturing dialog that appears to have been written at the last minute by a fifth grader. An example of this would be when she said, ""Flashlight!"" in such a stupid manner that it shows the threshold of how much a human body can cringe before it snaps in half. Finally, the editing of this movie was by far the most bizarre and horrific that I have ever seen. It was like the cameramen were a bunch of chimps who had been given camcorders by scientists. An example of this would be when we suddenly get a closeup of the headlight on Alex's car. I would bet that there was little to no time spent editing this movie. The ending was absolutely pathetic. The writers were obviously trying to create some sort of mysterious plot line that made the viewer say, ""oh yeah!"" Instead, we're left to view some dumb painting of a spider that somehow fits into the story line. Unfortunately, there is not one perspective in the millions out there that could save this movie from being a festering piece of crap.<br /><br />I give this a .5 out of 10, the .5 being from the fact that this movie was recorded on film instead of becoming a picture book."
2648,neg,"Just saw this movie on TV and I have to admit, I was a bit surprised it was even on. There were so many goofs, mess-ups, and bad editing that an old episode of Sesame Street would have been better to watch. The acting was OK, but please, you can really feel the ""Straight to Video"" feeling. The cast/crew made this movie a bad melodrama. Yes, there is a message in the movie, but just wait until ten minutes before the ending to hear it. Trust me, you wouldn't even tell the difference."
2649,neg,"I honestly had somewhat high expectations when I first began to watch this movie, but it turned out to be probably one of the most boring films I have ever seen!<br /><br />First of all, the pace is incredibly slow, so it seems much longer than it is (and it's not short).I'm sure when Jane Austen wrote the book, she made it several pages long, filled it with description, and didn't intend for people to read in in one day, or it might drag and lose it's appeal, which ""Emma"" most certainly did. Now ""Sense and Sensibility"" had this flaw of a slow pace, but at least it had lively lines to make up for it, as well as some good performances!<br /><br />That brings me to flaw #2, which is of course, the acting. While I don't happen to care for basically anybody involved in this film, I am sure they are capable of good work, but I didn't see much of it in this movie. It was like people were trying too hard to be witty, too hard to be ""upper-class"", too hard to be British (well, some of them), so they all just came off as a bunch of actors and not as people.<br /><br />#3. The cast, as I said, seemed only like actors, and not actually like the people they were playing. Maybe that's a good thing, because the people they played really weren't all that nice. Why did everybody like Emma, for example? Sure, she was nice to the rich, handsome people in front of them, but she was an awful gossip behind their backs. If her friends were ""ugly"", then she didn't even bother to go behind their backs. So, why is this girl so great? Why do people have to tell stories, ""just to make her laugh?"" Of course the snob couldn't even do that right. I have enough problems with Gwyneth Paltrow as Gwyneth Paltrow, and her ""Emma"" did not exactly change my opinion.<br /><br />Well, it's easy to see that I did not care for this one. I'm sure it's a lovely book and all, but some books are really not meant to be made for the big screen, and ""Emma"" is one of them."
2650,pos,"I gave it a 10, since everyone else seemed to like it and it would have been churlish not to. The reason I'm troubling you is to add a personal observation on Castle's work.<br /><br />I've seen ""Homicidal"" and ""The Tingler"" (the version with the clever colour sequence where everything except the blood is in black and white) a few times and ""The House On Haunted Hill"" many times.<br /><br />Even I am not old enough to have seen them when Castle was up to his showman tricks, thus I can appreciate them for their own merit. And while most pass him off as second-rate, schlocky, hammy, etc., I believe they do him a disservice.<br /><br />The end sequence of ""Homicidal"" is GENUINELY shocking and works today - and the premise of ""The Tingler"" while silly, was highly original.<br /><br />But ""The House On Haunted Hill"" was a TRIUMPH. Having used that Frank Lloyd Wright house as its exterior, the great Vincent Price and a solid cast, plus a good score and production values - when I first saw it at a packed late-night showing in the late Sixties, it produced an audience reaction I'd not seen before and have not seen since.<br /><br />It was the bit where the heroine is alone in the basement (if you've not seen the film, stop reading NOW) and we are waiting to hear the hero on the other side of the wall.<br /><br />With NO telegraphing of what is coming, the camera slowly pulls back, forcing the AUDIENCE to switch their gaze to... I'm saying no more (my ""spoiler"" declaration above only covers THIS movie).<br /><br />The point is, I believe this ploy was DELIBERATE - not accidental - and when it happened, the WHOLE AUDIENCE SCREAMED (including most of the men!) It took the audience about TEN MINUTES to calm down.<br /><br />Now THAT is superior film-making. A flamboyant showman he might have been, but ""House"" and the other two films I've mentioned were GOOD MOVIES. Castle may not have been a Hitchcock, but he was no Ed Wood, either.<br /><br />It's easy to concentrate on someone's quirks and forget to examine their TALENT. So I hope this documentary acknowledged that. I look forward to seeing it."
2651,pos,"Ok, first I have to point the fact that when I first saw this flick I was 9 years old. If I had seen this one two weeks ago for the first time, I´d probably have noted that this is just another cheaply-made-cable-TV horror film with some well-made scenes. But when you´re nine you just don´t care about those facts. This scared the hell out of me back then, especially those aforementioned Zelda- scenes (and they still do). Nowadays I´m kind of hooked to this film. I have to see this maybe once in a month, and on every new year´s eve I watch this with a 12-pack of beer & bunch of friends. It´s like an appetizer for a good party! I kinda agree to those people who said that the acting here is pretty unintense. Midkiff and Crosby do look like I wanted Louis and Rachel look like, but one can´t see very much devotion or feelings on the faces of these two. Hughes and Gwynne pretty much save the scenes which ""the Creeds"" underact. What I actually want to say about this is the fact that there really is no other film that has any kind of similarity to Pet Sematary, and I don´t mean the zombie stuff here. THE ATMOSPHERE OF THIS FILM IS CERTAINLY A NOVELTY AND ONE OF A KIND. Honestly, how many times you have seen a film which on superficial level looks like a cable-TV one, but leave you with a chill compared to only the best horror-chillers out there? Alright I busted some of the cast´s balls a minute ago, but I have to say that all pieces in that level too hone the overall acting to perfection. But hey tell me if you really know some film which is similar to Pet Sematary! I really would love to know...And I don´t mean night of the living dead here...this one is way beyond compare in intelligence compared to that stuff."
2652,pos,"I have seen this movie many many times and I will never get tired of it. It is a classic in every sense of the word. The movie is hysterically funny and yet quite touching all at the same time. For those of you who are not a fan of ""subtitles"" or of foreign film in general, open your mind. This is a great movie for ""the beginner"" because the story is so entertaining. Don't get me wrong, it is 100% Japanese (and that is what makes it work), but everyone will get something out of it (even if it is just a great laugh at one of the main characters called Mr. Aoki - one of the funniest characters I have ever seen!)<br /><br />I can't even think of this movie without smiling!! I love it ... and I think most people will too."
2653,neg,"I only watched the first 30 minutes of this and what I saw was a total piece of crap. The scenes I saw were as bad as an Ed Wood movie. No, it was a hundred times WORSE. Ed Wood has the reputation of being the worst director ever but that's not true; the idiot who directed this junk is the WORST director ever.<br /><br />The American cop has a German accent! The ""police station"" was a desk in a warehouse with a sign ""Police Station"" hanging on the wall. There is a fist fight where the punches clearly miss by about TEN FEET.<br /><br />This cop pulls women over, cuffs them and leads them to a warehouse. He tells his cop partner to wait in the car. Then he comes out of the warehouse carrying a duffel bag. The cop partner thinks maybe something is not right, that his partner might be a bad cop who is murdering these women, but he isn't sure if that is what's happening because - he's a moron! The dialog is totally stupid, the acting is awful, and the characters act in the stupidest manner I have ever seen on screen. It is totally obvious to the cop's partner that he is illegally abducting these women and he is slapping them and taking them into a warehouse and returning to the car with a duffel bag with a body in it, and yet, the partner, who is there all along, doesn't know what is happening! <br /><br />The director of this film is a total hack. I stopped the movie at 30 minutes because I couldn't take it anymore. It has to be one of the WORST movies I have ever started to watch and I won't waste anymore time on it writing this review. <br /><br />Absolutely WORTHLESS."
2654,pos,zero day is based of columbine high school massacre. and its a video diary of two boys. at first you don't know whats going to happen you think it is just a bad student film. until they start talking about the horrible things they are going to do in this quite school. until they start talking about pipe bombs and guns and going shooting in the woods. they is a lot to say about this movie. all know this film is well a film you forget you watching a film and watching a real video two boys made.<br /><br />the two boys act like they are in a weird cult. they burn all there stuff. like play station games books dvds homework stuff school stuff. these two boys can be anybody your friends you brothers or the people you see walking down the street. it goes through there daily actives (and that is making a gun. in the videos they make it mentions the bullying that happens to them and how people said stuff about there clothes and the things you are into I'm not saying its right but many people do do things like that.<br /><br />and also the thing is with this people are suspected to like it because of the sensitive topic they have chosen on this film.<br /><br />so thats my review on zero day.<br /><br />and lets just say the end shooting scene is messed up.
2655,neg,Can only be described as awful. It is bad to start with and then gets even more bad. When you start you really have to watch it through because it is impossible to believe that it can get worse - but fear not because it does. Another poorly written script for a donkey director for no-talent offspring of past movie stars. It's hard to decide if the script is worse than the acting or whether the directing is worse than both. As for the hero - well he belts up everyone including one scene where he beats the living daylights out of the tough by swinging open the wardrobe door and smashing him against the window with it. And in another scene he gets thrown through a window and crashes 20ft onto concrete - doesn't even blink - then gets up immediately and gets stuck into the baddies. This is a really ridiculous movie. Lucky it only cost me $1 to hire.
2656,neg,"Warning Spoiler. . . I have to agree with you, it was almost there. This was such a bad movie, about such and interesting true story. It had such promise, but the acting was ridiculous at best. Some sets were beautiful and realistic. Others are something out of a theme park. I found myself laughing as I watched, what was suppose to be, serious scenes. I really wanted to like this movie, but I couldn't. The best part was the fight between friends that ended with the ""King"" dying. I liked the Queens' punishment. And, the final shot made a beautiful picture, though. There are so many better movies to watch. I don't recommend this."
2657,neg,"If this is the first of the ""Nemesis"" films that you have seen, then I strongly urge you to proceed no further. The sequels to ""Nebula"" prove to be no better...hard to believe considering this entry is bottom-of-the-barrel. This movie tries, but it's just not worth your time, folks. Take a nap instead."
2658,neg,"this is the result. A piece of trash movie that doesn't deserve to even be classified as a movie, it's just a bunch of stuff on a film reel, that makes no sense whatsoever. Well back to the actors, which from the get go seem to be just a bunch of friends who thought they would get a little amount of money together and try to make a movie that would be a great horror film. Well it's a great horror anyway, nevermind being a film. There's plenty of horrific acting in ""Hobgoblins,"" but the worse is the main guy named Richard, who is just way too much of a weakling to even sorta root for. Well, when you cast a bunch of friends and try to make the film scary, on a less than shoestring budget, no less, this is what will happen. Oh well at least the MST3K version was hilarious. But this is still a horrid movie, that deserves all the bashing it gets. 9 for the MST version."
2659,neg,"I just saw the movie in theater. The movie has very few good points to talk about. Kareena's beauty and a couple of songs may be. Thats it. The movie is a complete disappointment in all areas. Anyone associated with the movie will be disappointed, even Mumbai Indians too (just now Chennai has made it to semi-final). <br /><br />But the worst I feel about the movie is the action scenes. Now days Bollywood is trying to copy action scenes from Hollywood. But they forget that Hollywood directors takes a lot effect to make it look like real. But unfortunately Bollywood directors do not have that much of time. They spend their time on songs and publicity of the movie. Now such too stupid action scenes may work in South as the audience just pay to watch their favorite actor killing bunch of people. But in Bollywood this is certainly not going to work. All the action scenes I wish I could have forwarded. At the end even some Chinese people appear from nowhere to beat Akshay Kumar. This is height of stupidity. Audience is not paying to watch such stupidity. I think Bollywood now should forget about the action movies. They cant make it. The last good action I have seen was from ""Ghatak"" and ""Khiladiyon ka Khialdi"". The current scene in Bollywood is really sad for action movie fans like me. Does these people see their movie after completion? Can't they figure out that the slow motion action (which is done using ropes) is too unrealistic and childish? Better not to have action scenes if you cant handle it. I just want to go back to Amitabh's era where movie like Zanjeer and Deewar were having thrilling action scenes. The sound effect was not very effective in those days, but visually it is much better than current era scenes. <br /><br />This movie now should open the eyes of the Bollywood movie directors. Please don't make any more action movies, until you acquire the art of making it realistic."
2660,pos,"For someone who remembers Jane in the Daily Mirror strip cartoon, viewing this film is an exercise in nostalgia. In that context it is wonderful, but younger viewers would undoubtedly find the comedy limp and would miss the point that the actors are cartoon characters. The plotline is also a bit limp for today's audience, but reflects the naivety of the 40s and 50s very well. Jane, you must remember, was part of the escapist fantasy of the wartime years, created to boost the morale of the troops. She gave a double meaning to the ""strip"" in strip cartoon.<br /><br />The story has something in common with the tales of Edgar Rice Burroughs and Rider Haggard. The theme would have been a familiar one to readers in that era, a bunch of bumbling Nazis thwarted by a few equally bumbling Englanders, and set in the African jungle of course.<br /><br />For Jane fans, a must see. For the rest of you, a damp squib.<br /><br />"
2661,pos,"Thre isn't a single Scorsese movie I'd place on a list of my favorite movies. But this is the best thing I've run through my DVD player in about five years. Scorsese's patient elucidation of favorite film moments, and how Hollywood works is incredibly gracious, calm and intelligent. <br /><br />It's 3 DVD-sides worth of material. It would have to be a British production, since everything about American corporate culture would have trampled the quiet, methodical, no frills, put-the-focus-on-the-content approach that is taken here. And an American production would have demanded he say he liked only movies that were popular favorites. I wish everyone took a page from his love of movies. You should love the movies you do for personal, idiosyncratic and specific reasons. Not just more ""Me-too"" votes for The Godfather, etc.. People have no clue what ideas are being explored in their favorite movies. If they did, movies would be more interesting than they are. Scorsese DOES know what ideas are being explored, and that makes him a compelling, involved speaker on the topic. I really appreciate his articulate, generous interviews over the last decade.<br /><br />On a negative note, Scorsese is best when he's excited to show you some obscure movie, rather than when he's didactically teaching you something well-established about film history. And I do wish he pluck those three hairs out of the bridge of his nose. It's very distracting."
2662,neg,"The movie was to be shown here in Bangkok with all the fanfare and even in the theater, it failed miserably.<br /><br />Apparently the story writer just don't hold water. Something was definitely missing. In my opinion people must have a reason why they watch it other than historical glimpse of the past. Accuracy of history is not what we look for in entertainment.<br /><br />The movie just lack any substance. The only way to do this movie right was somehow make changes where it stands as some kind of a legend instead of just a story. And a legend will have certain elements that tries to tell you something that people have forgotten through time, such as the meaning of sacrifice, nationalism, etc. It is called the central theme.<br /><br />The movie fails to answer, why would I watch it anyway?<br /><br />At least some strange legendary Flying Elephants, psychic king, or the eccentric king such as ""The King and I"" would have been lovely, something would have added greatly to the movies' appeal. I guess there was no appeal other than a plain vanilla movie. <br /><br />Once you got the appeal, then the story is the next thing we concentrate on. In marketing terms, we call it ""must see"". Upon hearing the title of the movie people would say, Oh, I must see it. Now where's the appeal in Kingmaker? Why not just redo the title and call it, ""How NOT to be a King?"" and make a black comedy of the old Siamese days, to the style of ""Dr. Strangelove"". That would have been much more interesting. Narrative-like experiences of the foibles of the King from first persons goofs off would have made the movie extremely funny. <br /><br />Most movies today have that ""must see"" appeal, such as Spiderman, Men X, these titles speak for themselves. If they don't have familiar characters, some other movies such as, The Island, had an appeal itself when the advertising asks ""Do you still believe there is an Island?"". <br /><br />Or for the movie, retitled ""How NOT to be a King"" might ask the question, ""So do you still WANT to be a King?"" <br /><br />Parhat"
2663,pos,"I grew up with H.R. Pufnstuff and the dashingly talented Jack Wild and now my daughters are adoring fans of Jack Wild too. This movie is exactly what movies should be: fun and entertaining. This movie is not limited to children either. A lot of the dialogue is directed to adults and Witchiepoo's performance is something you do not want to miss. The music in this movie suited Jack Wild and Mama Cass beautifully. And as a Jack Wild fan, I would never miss the chance to watch him dance or hear him sing. Knowing the hard life that Jack had now makes this movie even more wonderful especially when he sings the opening song ""If I Could"". It makes me pause in loving adoration for him for giving me wonderful childhood memories that I am now passing on to my children. Let's all go to Living Island where there is friendship and fun! And keep Jack Wild's memory alive by passing Pufnstuff on to others."
2664,pos,Frustrating to watch because of one man's stubbornness to leave his native country for the dream land in Switzerland and what he does to achieve that creates heartache for all those involved. Along the journey he encounters scumbags who take advantage of other human suffering and desperation.
2665,neg,"""I Am Curious: Yellow"" is a risible and pretentious steaming pile. It doesn't matter what one's political views are because this film can hardly be taken seriously on any level. As for the claim that frontal male nudity is an automatic NC-17, that isn't true. I've seen R-rated films with male nudity. Granted, they only offer some fleeting views, but where are the R-rated films with gaping vulvas and flapping labia? Nowhere, because they don't exist. The same goes for those crappy cable shows: schlongs swinging in the breeze but not a clitoris in sight. And those pretentious indie movies like The Brown Bunny, in which we're treated to the site of Vincent Gallo's throbbing johnson, but not a trace of pink visible on Chloe Sevigny. Before crying (or implying) ""double-standard"" in matters of nudity, the mentally obtuse should take into account one unavoidably obvious anatomical difference between men and women: there are no genitals on display when actresses appears nude, and the same cannot be said for a man. In fact, you generally won't see female genitals in an American film in anything short of porn or explicit erotica. This alleged double-standard is less a double standard than an admittedly depressing ability to come to terms culturally with the insides of women's bodies."
2666,neg,"This film seems to be a rip off of many movies that have dealt with the same subject in the past. Let the future viewer be forewarned that ""Art Heist"" doesn't add anything to the genre. Director Bryan Goeres has no clue what to do with the film.<br /><br />William Baldwin keeps reappearing in films, and frankly, one wonders if he has a great agent, or is it that directors and producers love his unusual goofy looks, complimented by that strange hairdo he sports in most of his movies. The only good movie in which he has appeared, is ""The Squid and the Whale"", in which he only speaks two, or three lines. Ellen Pompeo, his leading lady, doesn't fare much better; there is no chemistry between Ms. Pompeo and Mr. Baldwin.<br /><br />A movie to be seen at the viewer's own risk."
2667,neg,"This ""film"" is the culmination of everything that is bad about modern film. unnecessary slow motion, unnecessary flipping/jumping/somersaults, unnecessary characters, unnecessary dialogue.... basically unnecessity. (is that a word? well, it's just been invented by I, Robot.)<br /><br />What happened to practicality? (i.e. the car garage, the skin spray) the only tool that shows a combination of futuristic and realistic function is the card swipe at the coffee shop.<br /><br />What happened to showing respect for women? (i.e. smith's character does nothing but degrade the doctor for the better part of the film, and yet she still ""wants"" him. WHERE IS THE TENSION? I'll tell you where, good looks and not admiration or common ground)<br /><br />What happened to a detective that detects? Smith did nothing but sit around and feel sorry for himself, complaining to other people, and when they said something that sparked a thought he was off. this is such a lame way to get the story from point b-c-d-etc... it was OK once, but not several times in a row. (speaking of several times in a row, what was the ""I'm snoring and not listening to you joke? Twice In One Scene?)<br /><br />What happened to the small parts in a movie being somewhat meaningful and not just a tool to promote rescue scenes? Shia LaBeouf (the kid) is in the movie for a total of TWO SCENES, we know that A-he degrades women, and B-he knows Smith....... so of COURSE we should care about him and whether or not he comes to harm,<br /><br />What happened to Hero's? let's just forget that there are people, women and children everywhere getting attacked by robots and selfishly save the only person withing my view that I have an acquaintance with. and why did he have to ramp his bike through the air, showing off, while the doctor was somehow able to reach the same distance in a matter of seconds on foot.<br /><br />don't get me wrong, I'm all for spectacle. but I'm also all for a shred of realism and meaning.<br /><br />I have to say I've never laughed quite so hard at a film in a long time. so thanks Alex. <br /><br />I pray for the swing of the social pendulum back to simpler techniques, simpler stories and simpler everything else in films...... but mainly simpler techniques.<br /><br />Big Budget Action films: ""you so have to die"""
2668,pos,"""A Guy Thing"" may not be a classic, but it sure is a good, funny comedy. The plot focuses on Paul (Jason Lee), who wakes up the morning after his bachelor party with no memory and Becky (Julia Stiles) lying naked in his bed. Before he can figure out what happened, he rushes Becky out of his apartment because his fiance Karen (Selma Blair) is coming. After that, as you could imagine, chaos ensues.<br /><br />Almost every single scene in ""A Guy Thing"" delivers loud laughs. The funniest moments come from when Paul imagines what could happen if he tells Karen. Selma Blair is a truly talented comedian, and the worst thing about this film is that she goes underused. Although, she turns out to be more funny than Stiles' character, who actually isn't that interesting. Of course, not every comedy is perfect.<br /><br />As I said, ""A Guy Thing"" is no classic, but it's not bad either, 7/10."
2669,neg,"This movie was on the Romance channel, and I thought it might be a goofy 80's movie that would be enjoyable on some level, so my brother and I watched it. Boy did it suck. Boy gets crush on girl--correction, his *dream*-girl (apparently there is a difference; and I'm surprised he realized she was his dream girl--he was smitten with her from over 30 feet away. I guess that just goes to show the power of dream-girls), boy ends up masquerading as a female to be near dream-girl (creative in the sense that it's a far-out plan, but un-creative in the sense that there are probably better solutions one might think up), awkward situations ensue, a match is made (all of which takes seems to take place around late afternoon--either the location was somehow responsible for this odd lighting, or the actors had to wait until they got off of their day-jobs to come to the set; I suspect the latter). Very clumsily done, very pathetic. It's almost never even amusing *accidentally*, so there really is nothing to redeem it. Unless you're interested in seeing Chad Lowe's early days, before he finally got his piece of the pie with his role as the HIV-positive gay guy on the series ""Life Goes On"", or Gail O'Grady who was on NYPD Blue and probably got to stare at Dennis Franz's buttocks). But those are unlikely motives--I'd say ""systematic derangement of the senses"" would be a more justified purpose. I'm surprised I watched it all. I guess it's the kind of thing where, halfway through, you find yourself *still* watching due to some morbid, self-flagellistic inner-issue, and think you might as well finish it so you can tell your friends and family that you actually sat through such a horrible movie, on the off-chance that it'll garner you some sympathy for the questionable state of your mental health. Can *You* Take the Challenge?"
2670,pos,"> Contrary to most reviews I've read, I didn't feel this followed any of the other rock movies (""Spinal Tap"", etc.) The story was more unique, although I feel most people wanted to see the ""sex, drugs & rock and roll"" vices that the band kept alluding to.<br /><br />> As an American, I knew a few of the actors - Spall, Connelly & Rea. Surprised to find out ""Brian""/Bruce Robinson was in Zifferedi's (<sp?) classic ""Romeo & Juliet"". Guess I'll have to rent that next.<br /><br />> ""THE FLAME STILL BURNS"" - My wife, who hails from Mexico, didn't follow the English/British language too well, missed some of the jokes (which I dutifully explained) but she cried her eyes out at the concert scene. She loves the song so much now.<br /><br />> Funny that Amazon.com has the soundtrack for $30+usd when I bought the DVD in the bargain bin at Wal-Mart for $5.50usd. Price non-withstanding, I first saw this on late night cable and have been dying to find it ever since."
2671,pos,"<br /><br /> What can I say? This is one of the most perfect films ever made. Its a throwback to the glitxy,sterling romantic comedies of the 1940s..but with a modern touch.The screenplay bursts with wit,charm,humor and tenderness,the cinematograpy is breathtaking(NYC never looked so beautiful),and of course there is the cast! Dudley Moore turns in the performance of his career as Loveable,drunken Arthur Bach. He is also wistful and real..one of the film's best lines is his poignant ""Not Everyone who drinks is a poet...some of us drink because we're not poets."" The great Sir John Gielgud won a much deserved Oscar for his splendid performance as Hobson,Arthur's valet and caretaker.Although He considered it a ""take the money and run role"",He brings to the character all the talent ,experience and bravura of an expert tragidian and a sly comedian. The supporting cast is also out of thisworld,from Geraldine Fitzgerald's sassy Grandma Bach to Stephen Elliott's bombastic Mafioso.<br /><br /> The score is also extremely memorable and compliments the film perfectly.The only real problem with the film is the ill fated sequel it spawned."
2672,neg,"How unfortunate, to have so many of my ""a"" list, and good ""b"" list actors agree to do this movie, but they did, and that is what sucked me into watching it. I had never heard of this movie, but there was Cuba Gooding Jr. right on the DVD cover, and James Woods in the background how bad can it be? In a word Very! This movie starts o.k. has some twists and turns, then just lays an egg. The ending was so weak, it was as if the writer got called away and his 4 year old son sat down at the type writer and hacked out the ending. How ironic a for a movie titled ""The end game"" to have such a poor one. These are the types of movies that can move ""a"" list actors to the ""b"" list in hurry. I hope Cuba Gooding JR, and James Woods don't make a habit of this."
2673,pos,There is so much of worth in this movie that it is hard to know where to begin with praise. Let me begin by expressing my admiration for a perfect portrayal by Reese Witherspoon. That her performance stands out in the excellent cast is praise indeed. Robert Mulligan has seldom disappointed those of us who have admired his work. Every frame of The Man in the Moon is evidence of film making at its best.
2674,pos,"I first saw ""Breaking Glass"" when it was released in England in 1980..I loved it then and having just caught it in August 2005 on a Canadian station it still is great. The only thing I regret is I can't find the sound track or the DVD in the stores??...anyone care to shed some light or must I order it from some over priced internet company. But getting back to the film the music stands up to the test of time, Hazel/Kate had something to say about 80's Britain..actually it was the same decade I moved to Canada for some of the same reasons one being ""Thatcher"" and what she was doing to the country at the time. Please if you get the chance watch this movie you won't be sorry!"
2675,pos,"""Chinese Ghost Story"" is one of the most amazing Hong Kong films I have ever seen.It's a brilliant mix of fantasy,comedy,romance,horror and martial arts.The film has some wonderful visuals and amazing fights.I love especially the fight scene between Wu Ma and the tree demon tongue.Truly original and refreshing film and another Embalmer's fine recommendation."
2676,neg,"Because of the 1988 Writers Guild of America strike they had to shoot this episode in 3 days. It's pretty much crap, consisting of repeat cut + pasted clips from Season 2 and was described by its writer, Maurice Hurley as ""terrible, just terrible."" <br /><br />Why the producers couldn't just wait to shoot something decent who knows. I'm guessing because of the strike the production ran out of money and could only release a flashback episode or maybe Roddenberry was too sick at the time to be able to veto this half-assery. This episode also marks the final appearance of Diana Muldaur (Dr. Katherine Pulaski) on the series."
2677,pos,"Anyone who has experienced the terrors of divorce will empathize with this indie film's protagonist, a scared little boy who believes a zombie is hiding in his closet. Is Jake (a mesmerizing Anthony DeMarco) simply ""transferring"" the trauma of two bickering parents to an understandable image? Or could the creature be real? Writer/director Shelli Ryan neatly balances both possibilities and keeps the audience guessing. Her choice of using one setting - a suburban house - adds to the feeling of desperation and claustrophobia.<br /><br />Brooke Bloom and Peter Sean Bridgers are highly convincing as the angry, but loving parents. However it is the creepy minor characters, Mrs. Bender(Barbara Gruen), an unhinged babysitter and Sam Stone (Ben Bode), a sleazy Real estate agent that linger in the mind. Jake's Closet is a darkly inspired portrait of childhood as a special kind of Hell."
2678,neg,"Okay, the story makes no sense, the characters lack any dimensionally, the best dialogue is ad-libs about the low quality of movie, the cinematography is dismal, and only editing saves a bit of the muddle, but Sam"" Peckinpah directed the film. Somehow, his direction is not enough. For those who appreciate Peckinpah and his great work, this movie is a disappointment. Even a great cast cannot redeem the time the viewer wastes with this minimal effort.<br /><br />The proper response to the movie is the contempt that the director San Peckinpah, James Caan, Robert Duvall, Burt Young, Bo Hopkins, Arthur Hill, and even Gig Young bring to their work. Watch the great Peckinpah films. Skip this mess."
2679,neg,"From the first moment, this ""thing"" is just an awful sequence of extremely short cuts of blurry camera work. While the overall plot has every potential for a thriller, the story is so badly told that I'm unable to buy it. From the middle of the film, the actions of characters don't make sense to me. Stop reading now to avoid SPOILERS.<br /><br />For instance, Ed's idea to have Edna make coffee for them after having shot off her son's arm is way below his alleged experience; it's just an extremely stupid idea. Domino not questioning the fragmentary orders she receives from Claremont Williams over a breaking-up phone connection just eludes me; shouldn't she be long suspicious that Williams is turning them in? Those FBI agents seem out of their minds showing up with just one single helicopter to something they have every reason to consider a capital mafia shoot-out. Besides, what they do by withholding and leaking information towards Cigliutti is pretty much incitement to murder; it seems to me like farewell to justice if that's they way the FBI does investigations. In reality, they'd have a case messed up beyond repair if they acted like this. We get to see a car accident which normally would have at least seriously injured if not killed most of the passengers but miraculously leaves all of them with just a few bruises. Quite the contrary, the accident is immediately followed by Domino making love to Choco, which is from Domino's viewpoint in no way founded by previous events but just by being drugged to the eyeballs.<br /><br />The whole sequence of scenes starting from the phone call of Claremont Williams appears to me just as want-to-be dramatic razzle-dazzle. This combined with the awful, uneasy camera work just makes a piece I hesitate to call a movie. I'm sorry for the wasted effort of the main actors, whose talent is out of question."
2680,pos,"Like most people, I've seen Jason Priestley on TV and I think he's great. But I didn't know he had a sister! Justine Priestley is simply ""mah""velous as the scorned other woman. Good music, intrigue, and a death scene involving Amanda's revenge on an abusive Dr. that will stay with you for weeks. I'll leave it at that. Kudos."
